,date,mmwr_week,location,distributed,distributed_janssen,distributed_moderna,distributed_pfizer,distributed_unk_manuf,dist_per_100k,distributed_per_100k_5plus,distributed_per_100k_12plus,distributed_per_100k_18plus,distributed_per_100k_65plus,administered,administered_5plus,administered_12plus,administered_18plus,administered_65plus,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,admin_per_100k,admin_per_100k_5plus,admin_per_100k_12plus,admin_per_100k_18plus,admin_per_100k_65plus,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_1,administered_dose1_recip_2,administered_dose1_recip_3,administered_dose1_recip_4,administered_dose1_recip_5,administered_dose1_recip_6,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop,series_complete_18plus,series_complete_18pluspop,series_complete_65plus,series_complete_65pluspop,series_complete_janssen,series_complete_moderna,series_complete_pfizer,series_complete_unk_manuf,series_complete_janssen_5plus,series_complete_moderna_5plus,series_complete_pfizer_5plus,series_complete_unk_manuf_5plus,series_complete_janssen_12plus,series_complete_moderna_12plus,series_complete_pfizer_12plus,series_complete_unk_manuf_1,series_complete_janssen_18plus,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_unk_manuf_2,series_complete_janssen_65plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_unk_manuf_3,additional_doses,additional_doses_vax_pct,additional_doses_5plus,additional_doses_5plus_vax_pct,additional_doses_12plus,additional_doses_12plus_vax_pct,additional_doses_18plus,additional_doses_18plus_vax_pct,additional_doses_50plus,additional_doses_50plus_vax_pct,additional_doses_65plus,additional_doses_65plus_vax_pct,additional_doses_moderna,additional_doses_pfizer,additional_doses_janssen,additional_doses_unk_manuf,second_booster,second_booster_50plus,second_booster_50plus_vax_pct,second_booster_65plus,second_booster_65plus_vax_pct,second_booster_janssen,second_booster_moderna,second_booster_pfizer,second_booster_unk_manuf
25919,2021-05-15T00:00:00.000,19,MA,8523650,420200,3458160,4645290,0,123666,0,141665,153865,728933,7225009,0,7224490,7082981,1979887,239112,3004527,3981241,129,104824,0,120073,127858,169318,7220197,4264932,61.9,0,0,4264383,70.9,4162074,75.1,1091904,93.4,3173423,46,0,0,3173405,52.7,3133261,56.6,946402,80.9,240479,1232203,1700708,33,,,,,240475,1232197,1700700,33,239716,1230539,1662975,31,57679,430869,457840,14,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25914,2021-05-16T00:00:00.000,20,MA,8523650,420200,3458160,4645290,0,123666,0,141665,153865,728933,7294378,0,7293211,7138862,1983282,240561,3023981,4029707,129,105831,0,121215,128867,169608,7289597,4293266,62.3,0,0,4292072,71.3,4179610,75.4,1093316,93.5,3215767,46.7,0,0,3215748,53.4,3172860,57.3,948635,81.1,241927,1245560,1728247,33,,,,,241922,1245554,1728239,33,241158,1243833,1687838,31,57940,431797,458884,14,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25842,2021-05-17T00:00:00.000,20,MA,8523650,420200,3458160,4645290,0,123666,0,141665,153865,728933,7346310,0,7344304,7175272,1986346,241497,3037948,4066736,129,106584,0,122064,129524,169870,7341641,4316739,62.6,0,0,4314706,71.7,4189888,75.6,1094068,93.6,3243966,47.1,0,0,3243947,53.9,3198678,57.7,950287,81.3,242893,1255630,1745410,33,,,,,242888,1255624,1745402,33,242120,1253845,1702682,31,58051,432405,459817,14,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25746,2021-05-18T00:00:00.000,20,MA,8651950,420300,3460000,4771650,0,125527,0,143798,156181,739905,7372714,0,7370366,7194768,1987388,242263,3043625,4086697,129,106967,0,122498,129876,169959,7368276,4328468,62.8,0,0,4326094,71.9,4196072,75.7,1094455,93.6,3259602,47.3,0,0,3259583,54.2,3212910,58,951036,81.3,243678,1259353,1756538,33,,,,,243673,1259347,1756530,33,242902,1257547,1712430,31,58132,432611,460279,14,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25708,2021-05-19T00:00:00.000,20,MA,8690900,421600,3468400,4800900,0,126092,0,144445,156884,743236,7415002,0,7412152,7228241,1989605,243526,3057649,4113694,133,107581,0,123192,130481,170149,7411203,4345993,63.1,0,0,4343119,72.2,4206018,75.9,1095244,93.7,3286210,47.7,0,0,3286189,54.6,3238207,58.5,952661,81.5,244973,1270606,1770598,33,,,,,244968,1270600,1770588,33,244191,1268728,1725257,31,58307,433523,460817,14,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25601,2021-05-20T00:00:00.000,20,MA,8790510,423600,3562500,4804410,0,127537,0,146101,158682,751755,7488346,0,7484786,7285933,1992673,245291,3080069,4162851,135,108645,0,124399,131522,170411,7484165,4373726,63.5,0,0,4370153,72.6,4222210,76.2,1096419,93.8,3333097,48.4,0,0,3333074,55.4,3280935,59.2,954789,81.7,246763,1286000,1800301,33,,,,,246758,1285994,1800289,33,245972,1284009,1750923,31,58520,434413,461842,14,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25540,2021-05-21T00:00:00.000,20,MA,8935720,425600,3608600,4901520,0,129644,0,148514,161303,764173,7553356,0,7549110,7337700,1995884,246948,3102447,4203826,135,109588,0,125468,132457,170686,7549502,4398862,63.8,0,0,4394607,73,4237219,76.5,1097676,93.9,3374820,49,0,0,3374797,56.1,3319602,59.9,957076,81.8,248445,1302369,1823972,34,,,,,248440,1302363,1823960,34,247641,1300240,1771689,32,58778,435430,462853,15,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25502,2021-05-22T00:00:00.000,20,MA,8968160,427600,3620320,4920240,0,130115,0,149053,161889,766947,7643514,0,7638274,7409265,1999963,248857,3132716,4261806,135,110896,0,126950,133748,171035,7639029,4434625,64.3,0,0,4429379,73.6,4259032,76.9,1099348,94,3430364,49.8,0,0,3430341,57,3370518,60.8,959812,82.1,250365,1324078,1855887,34,,,,,250360,1324072,1855875,34,249547,1321784,1799155,32,59103,436505,464189,15,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25403,2021-05-23T00:00:00.000,21,MA,8968160,427600,3620320,4920240,0,130115,0,149053,161889,766947,7694252,0,7688554,7451557,2003144,250886,3154523,4288708,135,111632,0,127786,134512,171307,7689669,4453702,64.6,0,0,4447999,73.9,4271080,77.1,1100813,94.1,3463828,50.3,0,0,3463805,57.6,3402530,61.4,961948,82.3,252355,1342002,1869437,34,,,,,252350,1341996,1869425,34,251530,1339574,1811394,32,59534,437582,464817,15,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25345,2021-05-24T00:00:00.000,21,MA,8968160,427600,3620320,4920240,0,130115,0,149053,161889,766947,7729369,0,7723113,7477512,2004542,251773,3164615,4312846,135,112142,0,128360,134980,171426,7725185,4470589,64.9,0,0,4464334,74.2,4280403,77.3,1101397,94.2,3483346,50.5,0,0,3483320,57.9,3420371,61.7,962894,82.3,253308,1349509,1880495,34,,,,,253303,1349503,1880480,34,252477,1346997,1820865,32,59643,438026,465210,15,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25272,2021-05-25T00:00:00.000,21,MA,9032980,428200,3626040,4978740,0,131055,0,150131,163059,772491,7753685,0,7747179,7497293,2005553,252609,3175142,4325799,135,112494,0,128760,135337,171513,7749641,4479593,65,0,0,4473093,74.3,4285822,77.4,1101722,94.2,3499591,50.8,0,0,3499565,58.2,3435661,62,963679,82.4,254153,1358240,1887164,34,,,,,254148,1358234,1887149,34,253316,1355648,1826665,32,59729,438473,465462,15,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25213,2021-05-26T00:00:00.000,21,MA,9047540,428500,3640300,4978740,0,131266,0,150373,163322,773736,7795251,0,7788367,7532291,2007637,253907,3193028,4348180,136,113098,0,129445,135969,171691,7791362,4493781,65.2,0,0,4486907,74.6,4294820,77.5,1102527,94.3,3528240,51.2,0,0,3528214,58.6,3462873,62.5,965194,82.5,255400,1373234,1899572,34,,,,,255395,1373228,1899557,34,254551,1370523,1837767,32,59941,439180,466058,15,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25154,2021-05-27T00:00:00.000,21,MA,9114660,432500,3703420,4978740,0,132240,0,151488,164533,779476,7849273,0,7842015,7579284,2010572,255694,3215958,4377484,137,113881,0,130337,136818,171942,7843155,4508487,65.4,0,0,4501238,74.8,4304811,77.7,1103507,94.4,3566470,51.7,0,0,3566440,59.3,3498873,63.2,967243,82.7,256619,1392437,1917380,34,,,,,256614,1392430,1917362,34,255766,1389566,1853509,32,60231,440161,466836,15,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25086,2021-05-28T00:00:00.000,21,MA,9129500,433900,3716860,4978740,0,132456,0,151735,164801,780745,7907862,0,7900183,7629449,2015348,257413,3240175,4410137,137,114731,0,131303,137723,172350,7901700,4530002,65.7,0,0,4522344,75.2,4320339,78,1105278,94.5,3604887,52.3,0,0,3604857,59.9,3534996,63.8,970520,83,258301,1413290,1933262,34,,,,,258296,1413283,1933244,34,257434,1410258,1867272,32,60505,442357,467643,15,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
25048,2021-05-29T00:00:00.000,21,MA,9309200,440400,3740300,5128500,0,135063,0,154722,168045,796113,7965407,0,7957371,7680512,2021178,260030,3264591,4440646,140,115566,0,132254,138645,172849,7958754,4548140,66,0,0,4540124,75.5,4333776,78.2,1106491,94.6,3645984,52.9,0,0,3645954,60.6,3574298,64.5,975413,83.4,260788,1433627,1951533,36,,,,,260783,1433620,1951515,36,259898,1430411,1883956,33,60803,444474,470120,16,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24981,2021-05-30T00:00:00.000,22,MA,9309200,440400,3740300,5128500,0,135063,0,154722,168045,796113,8014898,0,8006322,7721899,2023617,261421,3287155,4466173,149,116284,0,133067,139392,173058,8007660,4565358,66.2,0,0,4556803,75.7,4344741,78.4,1107326,94.7,3678936,53.4,0,0,3678905,61.1,3605423,65.1,977162,83.6,262151,1452829,1963916,40,,,,,262146,1452822,1963897,40,261256,1449432,1894698,37,60939,445476,470731,16,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24926,2021-05-31T00:00:00.000,22,MA,9309200,440400,3740300,5128500,0,135063,0,154722,168045,796113,8046706,0,8037837,7747702,2025063,262450,3298934,4485173,149,116746,0,133591,139858,173181,8039400,4577593,66.4,0,0,4568749,75.9,4353183,78.6,1107866,94.7,3699440,53.7,0,0,3699406,61.5,3623676,65.4,978188,83.7,263187,1461817,1974396,40,,,,,263182,1461810,1974374,40,262283,1458311,1903045,37,61054,445978,471140,16,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24813,2021-06-01T00:00:00.000,22,MA,9309200,440400,3740300,5128500,0,135063,0,154722,168045,796113,8067293,0,8058222,7764472,2026074,263207,3306492,4497445,149,117044,0,133930,140160,173268,8059911,4587271,66.6,0,0,4578228,76.1,4360174,78.7,1108258,94.8,3711007,53.8,0,0,3710973,61.7,3634114,65.6,978843,83.7,263967,1466843,1980157,40,,,,,263962,1466836,1980135,40,263059,1463254,1907764,37,61107,446285,471435,16,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24797,2021-06-02T00:00:00.000,22,MA,9351320,440400,3740300,5170620,0,135674,0,155422,168805,799715,8081349,0,8072112,7775678,2026779,263760,3311056,4506384,149,117248,0,134161,140363,173328,8074050,4594429,66.7,0,0,4585221,76.2,4365073,78.8,1108509,94.8,3718511,54,0,0,3718476,61.8,3641000,65.7,979356,83.8,264531,1469885,1984055,40,,,,,264526,1469878,1984032,40,263618,1466257,1911088,37,61158,446493,471689,16,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24689,2021-06-03T00:00:00.000,22,MA,9396270,442500,3781980,5171790,0,136326,0,156169,169617,803559,8111038,0,8101648,7802500,2028726,264688,3324961,4521235,154,117679,0,134652,140847,173494,8103839,4603109,66.8,0,0,4593752,76.3,4372077,78.9,1109162,94.9,3740479,54.3,0,0,3740441,62.2,3661746,66.1,980809,83.9,265461,1481651,1993324,43,,,,,265456,1481644,1993298,43,264542,1477939,1919225,40,61303,447248,472242,16,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24673,2021-06-04T00:00:00.000,22,MA,9406620,443900,3789760,5172960,0,136476,0,156341,169804,804444,8146584,0,8136915,7833187,2030853,266372,3341419,4538628,165,118195,0,135238,141401,173676,8139320,4617367,67,0,0,4607754,76.6,4383000,79.1,1109952,94.9,3763179,54.6,0,0,3763122,62.5,3682922,66.5,982291,84,267121,1494464,2001547,47,,,,,267116,1494457,2001502,47,266187,1490655,1926036,44,61452,448071,472750,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24612,2021-06-05T00:00:00.000,22,MA,9481590,444800,3799480,5237310,0,137564,0,157587,171157,810855,8185775,0,8175484,7862878,2033320,267792,3356047,4561769,167,118763,0,135879,141937,173887,8178337,4633099,67.2,0,0,4623201,76.8,4395272,79.3,1111016,95,3787778,55,0,0,3787393,62.9,3701455,66.8,983904,84.1,268530,1504850,2014351,47,,,,,268525,1504843,2013978,47,267588,1500954,1932869,44,61655,448960,473271,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24531,2021-06-06T00:00:00.000,23,MA,9481590,444800,3799480,5237310,0,137564,0,157587,171157,810855,8282496,0,8270852,7935869,2037174,269386,3390995,4621943,172,120167,0,137464,143254,174217,8271984,4661533,67.6,0,0,4650836,77.3,4413747,79.7,1112338,95.1,3854374,55.9,0,0,3853451,64,3754459,67.8,986598,84.4,270069,1531543,2052715,47,,,,,270064,1531536,2051804,47,269119,1527378,1957918,44,61863,450096,474621,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24475,2021-06-07T00:00:00.000,23,MA,9481590,444800,3799480,5237310,0,137564,0,157587,171157,810855,8317896,0,8305138,7955153,2038463,270321,3400156,4647247,172,120680,0,138034,143603,174327,8307713,4672901,67.8,0,0,4661873,77.5,4421314,79.8,1112924,95.2,3879634,56.3,0,0,3877933,64.5,3767286,68,987427,84.4,271017,1538245,2070325,47,,,,,271012,1538238,2068636,47,270063,1534021,1963158,44,61958,450535,474916,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24409,2021-06-08T00:00:00.000,23,MA,9517310,444800,3811800,5260710,0,138082,0,158180,171802,813910,8338103,0,8324664,7965915,2039192,271048,3405024,4661859,172,120974,0,138358,143797,174389,8328536,4679528,67.9,0,0,4668306,77.6,4425955,79.9,1113278,95.2,3894534,56.5,0,0,3892356,64.7,3774665,68.1,987944,84.5,271756,1541936,2080795,47,,,,,271751,1541928,2078630,47,270800,1537668,1966153,44,62082,450742,475102,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24348,2021-06-09T00:00:00.000,23,MA,9520300,444800,3813620,5261880,0,138125,0,158230,171856,814166,8367584,0,8353254,7983757,2040720,272285,3412902,4682222,175,121401,0,138833,144119,174520,8357862,4688532,68,0,0,4677028,77.7,4432071,80,1113838,95.3,3915792,56.8,0,0,3913011,65,3787158,68.4,988975,84.6,272883,1548288,2094574,47,,,,,272878,1548280,2091806,47,271922,1543942,1971250,44,62245,451237,475475,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24251,2021-06-10T00:00:00.000,23,MA,9527630,444700,3819880,5263050,0,138232,0,158352,171988,814793,8398807,0,8383717,8004027,2042422,273755,3421370,4703506,176,121854,0,139340,144485,174666,8389089,4699367,68.2,0,0,4687607,77.9,4440164,80.2,1114630,95.3,3937546,57.1,0,0,3934274,65.4,3800703,68.6,990148,84.7,274343,1553863,2109293,47,,,,,274338,1553855,2106034,47,273369,1549452,1977838,44,62496,451700,475934,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24168,2021-06-11T00:00:00.000,23,MA,9545460,444700,3829520,5271240,0,138490,0,158648,172310,816317,8398807,0,8383717,8004027,2042422,273755,3421370,4703506,176,121854,0,139340,144485,174666,8389824,4699691,68.2,0,0,4687931,77.9,4440452,80.2,1114646,95.3,3937985,57.1,0,0,3934711,65.4,3801085,68.6,990166,84.7,274375,1553980,2109583,47,,,,,274370,1553972,2106322,47,273401,1549569,1978071,44,62497,451707,475944,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24124,2021-06-12T00:00:00.000,23,MA,9569230,444700,3831060,5293470,0,138835,0,159043,172739,818350,8430750,0,8414784,8024215,2043995,274955,3429496,4726118,181,122318,0,139856,144849,174800,8422643,4712521,68.4,0,0,4700403,78.1,4449204,80.3,1115304,95.4,3959058,57.4,0,0,3955271,65.7,3814392,68.9,991241,84.8,275582,1559396,2124031,49,,,,,275577,1559388,2120257,49,274594,1554923,1984830,45,62608,452192,476423,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
24041,2021-06-13T00:00:00.000,24,MA,9569230,444700,3831060,5293470,0,138835,0,159043,172739,818350,8459523,0,8442822,8042828,2045383,276071,3435241,4748030,181,122735,0,140322,145185,174919,8451980,4721480,68.5,0,0,4709235,78.3,4456209,80.4,1115887,95.4,3980438,57.8,0,0,3976051,66.1,3827516,69.1,992201,84.9,276741,1563259,2140389,49,,,,,276736,1563251,2136015,49,275740,1558738,1992993,45,62743,452505,476935,18,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23985,2021-06-14T00:00:00.000,24,MA,9569230,444700,3831060,5293470,0,138835,0,159043,172739,818350,8483060,0,8465887,8059352,2048247,277017,3443918,4761939,186,123077,0,140705,145483,175164,8475855,4729377,68.6,0,0,4717010,78.4,4462760,80.6,1117475,95.6,3997313,58,0,0,3992576,66.4,3838664,69.3,993628,85,277723,1568318,2151220,52,,,,,277718,1568310,2146496,52,276712,1563755,1998150,47,62858,453489,477262,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23916,2021-06-15T00:00:00.000,24,MA,9578900,444700,3834880,5299320,0,138976,0,159204,172914,819177,8509338,0,8491168,8073265,2049152,278219,3447653,4783280,186,123458,0,141126,145735,175241,8502530,4736609,68.7,0,0,4723994,78.5,4467690,80.6,1117819,95.6,4017847,58.3,0,0,4012372,66.7,3849072,69.5,994285,85,278915,1571117,2167763,52,,,,,278910,1571109,2162301,52,277895,1566531,2004599,47,62950,453704,477612,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23898,2021-06-16T00:00:00.000,24,MA,9581900,444700,3835540,5301660,0,139019,0,159254,172968,819434,8509530,0,8491360,8073414,2049166,278298,3447663,4783383,186,123461,0,141129,145737,175242,8503457,4737042,68.7,0,0,4724426,78.5,4468074,80.7,1117844,95.6,4018459,58.3,0,0,4012979,66.7,3849610,69.5,994337,85,279034,1571272,2168101,52,,,,,279029,1571264,2162634,52,278014,1566686,2004863,47,62958,453716,477644,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23818,2021-06-17T00:00:00.000,24,MA,9591690,444700,3844160,5302830,0,139161,0,159417,173144,820271,8588503,0,8568092,8124806,2052746,280476,3472301,4835538,188,124606,0,142404,146665,175549,8581686,4763233,69.1,0,0,4749821,78.9,4487024,81,1119280,95.7,4072441,59.1,0,0,4065550,67.6,3883438,70.1,996759,85.2,281197,1587133,2204055,56,,,,,281192,1587125,2197177,56,280159,1582374,2020858,47,63232,454828,478680,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23720,2021-06-18T00:00:00.000,24,MA,9605260,444700,3847200,5313360,0,139358,0,159642,173389,821431,8612018,0,8590987,8141004,2054066,281406,3478859,4851564,189,124948,0,142785,146957,175661,8605282,4771271,69.2,0,0,4757640,79.1,4492827,81.1,1119824,95.8,4088768,59.3,0,0,4081487,67.8,3894645,70.3,997676,85.3,282106,1591515,2215091,56,,,,,282101,1591507,2207823,56,281056,1586710,2026832,47,63347,455216,479094,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23643,2021-06-19T00:00:00.000,24,MA,9628260,444700,3851480,5332080,0,139692,0,160024,173805,823398,8638077,0,8616329,8158618,2055564,282369,3485400,4870116,192,125326,0,143206,147275,175790,8631514,4781132,69.4,0,0,4767217,79.2,4499802,81.2,1120444,95.8,4105866,59.6,0,0,4098163,68.1,3906188,70.5,998663,85.4,283051,1595900,2226856,59,,,,,283046,1595892,2219166,59,281987,1591046,2033107,48,63455,455632,479557,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23620,2021-06-20T00:00:00.000,25,MA,9628260,444700,3851480,5332080,0,139692,0,160024,173805,823398,8656159,0,8633868,8170398,2056691,283325,3489178,4883461,195,125588,0,143497,147488,175886,8649645,4787269,69.5,0,0,4773173,79.3,4504278,81.3,1120879,95.9,4118721,59.8,0,0,4110659,68.3,3914429,70.7,999467,85.5,284005,1598270,2236387,59,,,,,284000,1598262,2228338,59,282934,1593395,2038052,48,63572,455853,480023,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23560,2021-06-21T00:00:00.000,25,MA,9628260,444700,3851480,5332080,0,139692,0,160024,173805,823398,8680160,0,8657236,8187450,2058010,284229,3496257,4899479,195,125936,0,143886,147796,175999,8673655,4795585,69.6,0,0,4781257,79.5,4510535,81.4,1121411,95.9,4135231,60,0,0,4126778,68.6,3926056,70.9,1000321,85.5,284896,1603187,2247089,59,,,,,284891,1603179,2238649,59,283815,1598259,2043934,48,63646,456263,480393,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23500,2021-06-22T00:00:00.000,25,MA,9638840,444700,3852700,5341440,0,139845,0,160200,173996,824303,8690573,0,8667380,8194787,2058454,284579,3498888,4906911,195,126087,0,144054,147928,176037,8684144,4799195,69.6,0,0,4784760,79.5,4513212,81.5,1121579,95.9,4142425,60.1,0,0,4133817,68.7,3931089,71,1000616,85.6,285248,1604917,2252201,59,,,,,285243,1604909,2243606,59,284163,1599968,2046910,48,63663,456402,480532,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23407,2021-06-23T00:00:00.000,25,MA,9659030,444700,3864700,5349630,0,140138,0,160536,174360,826030,8703696,0,8680092,8203339,2059164,285139,3502478,4915884,195,126278,0,144266,148083,176097,8697441,4804562,69.7,0,0,4789948,79.6,4516932,81.5,1121908,95.9,4150849,60.2,0,0,4142017,68.8,3936607,71.1,1001087,85.6,285810,1607337,2257643,59,,,,,285804,1607329,2248825,59,284718,1602357,2049484,48,63704,456699,480665,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23335,2021-06-24T00:00:00.000,25,MA,9663570,444700,3869240,5349630,0,140204,0,160611,174442,826418,8721461,0,8697362,8216364,2060293,285938,3508289,4927037,197,126535,0,144553,148318,176194,8715292,4812795,69.8,0,0,4797930,79.7,4523088,81.6,1122424,96,4161157,60.4,0,0,4152090,69,3944256,71.2,1001788,85.7,286599,1610623,2263876,59,,,,,286593,1610615,2254823,59,285494,1605622,2053092,48,63773,457070,480926,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23305,2021-06-25T00:00:00.000,25,MA,9703020,444700,3881780,5376540,0,140776,0,161267,175154,829792,8738448,0,8713836,8227884,2061212,286689,3511914,4939648,197,126782,0,144826,148526,176273,8731899,4819034,69.9,0,0,4803961,79.8,4527418,81.7,1122832,96,4172198,60.5,0,0,4162837,69.2,3951727,71.3,1002369,85.7,287348,1612818,2271973,59,,,,,287342,1612810,2262626,59,286232,1607794,2057653,48,63855,457281,481214,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23220,2021-06-26T00:00:00.000,25,MA,9720330,444700,3890900,5384730,0,141028,0,161555,175467,831272,8757305,0,8732077,8240947,2062314,287460,3515913,4953732,200,127056,0,145130,148762,176367,8750845,4826462,70,0,0,4811131,80,4532813,81.8,1123335,96.1,4184415,60.7,0,0,4174708,69.4,3960207,71.5,1003090,85.8,288103,1615323,2280930,59,,,,,288097,1615315,2271237,59,286978,1610276,2062905,48,63952,457539,481580,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23171,2021-06-27T00:00:00.000,26,MA,9720330,444700,3890900,5384730,0,141028,0,161555,175467,831272,8781036,0,8755364,8260260,2063708,288202,3520916,4971716,202,127400,0,145517,149110,176486,8774773,4834207,70.1,0,0,4818658,80.1,4538771,81.9,1123841,96.1,4201264,61,0,0,4191331,69.7,3974411,71.7,1004080,85.9,288853,1618901,2293451,59,,,,,288846,1618893,2283533,59,287718,1613824,2072821,48,64054,457822,482185,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
23114,2021-06-28T00:00:00.000,26,MA,9720330,444700,3890900,5384730,0,141028,0,161555,175467,831272,8817823,0,8791659,8290238,2065563,289017,3529175,4999429,202,127934,0,146120,149651,176645,8811635,4841548,70.2,0,0,4825820,80.2,4544546,82,1124249,96.1,4231495,61.4,0,0,4221254,70.2,3999401,72.2,1005629,86,289676,1625465,2316295,59,,,,,289669,1625457,2306069,59,288533,1620310,2090510,48,64138,458280,483192,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
22993,2021-06-29T00:00:00.000,26,MA,9743580,444700,3894260,5404620,0,141365,0,161941,175886,833260,8825910,0,8799473,8296170,2065916,289341,3531278,5005089,202,128051,0,146250,149758,176675,8819845,4844943,70.3,0,0,4829089,80.3,4547112,82.1,1124396,96.2,4236614,61.5,0,0,4226229,70.2,4003187,72.3,1005856,86,290004,1626910,2319640,60,,,,,289997,1626902,2309270,60,288858,1621743,2092537,49,64157,458376,483304,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
22955,2021-06-30T00:00:00.000,26,MA,9744840,444700,3895520,5404620,0,141383,0,161962,175909,833368,8836836,0,8810034,8303981,2066533,289840,3533972,5012814,210,128209,0,146425,149899,176728,8832394,4850685,70.4,0,0,4834653,80.4,4551461,82.2,1124721,96.2,4243952,61.6,0,0,4233393,70.4,4008698,72.4,1006248,86.1,290586,1628717,2324589,60,,,,,290579,1628709,2314045,60,289433,1623536,2095680,49,64201,458516,483512,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
22912,2021-07-01T00:00:00.000,26,MA,9748600,444700,3899280,5404620,0,141438,0,162024,175977,833690,8858362,0,8830659,8316346,2067250,290631,3537676,5029845,210,128522,0,146768,150123,176789,8854484,4860438,70.5,0,0,4844016,80.5,4557518,82.3,1125140,96.2,4256952,61.8,0,0,4245895,70.6,4016244,72.5,1006761,86.1,291371,1631030,2334491,60,,,,,291364,1631022,2323449,60,290209,1625831,2100155,49,64261,458695,483786,19,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
22825,2021-07-02T00:00:00.000,26,MA,9756320,444700,3907000,5404620,0,141550,0,162153,176116,834350,8872678,0,8844521,8326709,2068294,291294,3541970,5039204,210,128729,0,146998,150310,176878,8868777,4866222,70.6,0,0,4849619,80.6,4561850,82.3,1125562,96.3,4265826,61.9,0,0,4254507,70.7,4022634,72.6,1007384,86.2,292012,1633771,2339982,61,,,,,292005,1633763,2328678,61,290843,1628542,2103199,50,64326,459004,484034,20,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
