,date,mmwr_week,location,distributed,distributed_janssen,distributed_moderna,distributed_pfizer,distributed_unk_manuf,dist_per_100k,distributed_per_100k_5plus,distributed_per_100k_12plus,distributed_per_100k_18plus,distributed_per_100k_65plus,administered,administered_5plus,administered_12plus,administered_18plus,administered_65plus,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,admin_per_100k,admin_per_100k_5plus,admin_per_100k_12plus,admin_per_100k_18plus,admin_per_100k_65plus,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_1,administered_dose1_recip_2,administered_dose1_recip_3,administered_dose1_recip_4,administered_dose1_recip_5,administered_dose1_recip_6,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop,series_complete_18plus,series_complete_18pluspop,series_complete_65plus,series_complete_65pluspop,series_complete_janssen,series_complete_moderna,series_complete_pfizer,series_complete_unk_manuf,series_complete_janssen_5plus,series_complete_moderna_5plus,series_complete_pfizer_5plus,series_complete_unk_manuf_5plus,series_complete_janssen_12plus,series_complete_moderna_12plus,series_complete_pfizer_12plus,series_complete_unk_manuf_1,series_complete_janssen_18plus,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_unk_manuf_2,series_complete_janssen_65plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_unk_manuf_3,additional_doses,additional_doses_vax_pct,additional_doses_5plus,additional_doses_5plus_vax_pct,additional_doses_12plus,additional_doses_12plus_vax_pct,additional_doses_18plus,additional_doses_18plus_vax_pct,additional_doses_50plus,additional_doses_50plus_vax_pct,additional_doses_65plus,additional_doses_65plus_vax_pct,additional_doses_moderna,additional_doses_pfizer,additional_doses_janssen,additional_doses_unk_manuf,second_booster,second_booster_50plus,second_booster_50plus_vax_pct,second_booster_65plus,second_booster_65plus_vax_pct,second_booster_janssen,second_booster_moderna,second_booster_pfizer,second_booster_unk_manuf
35800,2020-12-14T00:00:00.000,51,MA,5850,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35715,2020-12-15T00:00:00.000,51,MA,39975,0,0,0,0,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35647,2020-12-16T00:00:00.000,51,MA,59475,0,0,0,0,863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35583,2020-12-17T00:00:00.000,51,MA,59475,0,0,0,0,863,0,0,0,0,69,0,0,0,0,0,0,69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35568,2020-12-18T00:00:00.000,51,MA,59475,0,0,0,0,863,0,0,0,0,2261,0,0,0,0,0,0,2261,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35490,2020-12-19T00:00:00.000,51,MA,59475,0,0,0,0,863,0,0,0,0,6995,0,0,0,0,0,0,6994,1,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35435,2020-12-20T00:00:00.000,52,MA,59475,0,0,0,0,863,0,0,0,0,19078,0,0,0,0,0,0,19077,1,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35379,2020-12-21T00:00:00.000,52,MA,80075,0,0,0,0,1162,0,0,0,0,19078,0,0,0,0,0,0,19077,1,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35282,2020-12-22T00:00:00.000,52,MA,131800,0,0,0,0,1912,0,0,0,0,20872,0,0,0,0,0,0,20871,1,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35249,2020-12-23T00:00:00.000,52,MA,182350,0,0,0,0,2646,0,0,0,0,26892,0,0,0,0,0,5,26881,6,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35189,2020-12-24T00:00:00.000,52,MA,211350,0,0,0,0,3066,0,0,0,0,35844,0,0,0,0,0,290,35545,9,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35081,2020-12-25T00:00:00.000,52,MA,211350,0,0,0,0,3066,0,0,0,0,46709,0,0,0,0,0,2142,44558,9,678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
35032,2020-12-26T00:00:00.000,52,MA,211350,0,0,0,0,3066,0,0,0,0,53172,0,0,0,0,0,4668,48495,9,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34984,2020-12-27T00:00:00.000,53,MA,211350,0,0,0,0,3066,0,0,0,0,54860,0,0,0,0,0,5856,48995,9,796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34934,2020-12-28T00:00:00.000,53,MA,211350,0,0,0,0,3066,0,0,0,0,55995,0,0,0,0,0,6959,49027,9,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34870,2020-12-29T00:00:00.000,53,MA,251400,0,0,0,0,3647,0,0,0,0,55995,0,0,0,0,0,6959,49027,9,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34755,2020-12-30T00:00:00.000,53,MA,337400,0,0,0,0,4895,0,0,0,0,65160,0,0,0,0,0,12834,52317,9,945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34721,2020-12-31T00:00:00.000,53,MA,339350,0,0,0,0,4923,0,0,0,0,76211,0,0,0,0,0,21233,54969,9,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34681,2021-01-01T00:00:00.000,53,MA,339350,0,0,0,0,4923,0,0,0,0,88076,0,0,0,0,0,31040,57027,9,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34565,2021-01-02T00:00:00.000,53,MA,339350,0,0,0,0,4923,0,0,0,0,88076,0,0,0,0,0,31040,57027,9,1278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34544,2021-01-03T00:00:00.000,1,MA,339350,0,0,0,0,4923,0,0,0,0,110279,0,0,0,0,0,43228,67042,9,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34460,2021-01-04T00:00:00.000,1,MA,340325,0,0,0,0,4938,0,0,0,0,114465,0,0,0,0,0,46447,68009,9,1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34396,2021-01-05T00:00:00.000,1,MA,404725,0,0,0,0,5872,0,0,0,0,124450,0,0,0,0,0,51840,72601,9,1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34350,2021-01-06T00:00:00.000,1,MA,414500,0,0,0,0,6014,0,0,0,0,137858,0,0,0,0,0,59177,78672,9,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34290,2021-01-07T00:00:00.000,1,MA,436050,0,0,0,0,6326,0,0,0,0,137858,0,0,0,0,0,59177,78672,9,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34175,2021-01-08T00:00:00.000,1,MA,449125,0,0,0,0,6516,0,0,0,0,151430,0,0,0,0,0,65469,85952,9,2197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34129,2021-01-09T00:00:00.000,1,MA,449125,0,0,0,0,6516,0,0,0,0,163954,0,0,0,0,0,71298,92647,9,2379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
34072,2021-01-10T00:00:00.000,2,MA,449125,0,0,0,0,6516,0,0,0,0,187835,0,0,0,0,0,77684,110142,9,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33986,2021-01-11T00:00:00.000,2,MA,450300,0,0,0,0,6533,0,0,0,0,204082,0,0,0,0,0,82460,121613,9,2961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33959,2021-01-12T00:00:00.000,2,MA,464925,0,0,0,0,6745,0,0,0,0,217443,0,0,0,0,0,87247,130187,9,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33875,2021-01-13T00:00:00.000,2,MA,627100,0,0,0,0,9098,0,0,0,0,217443,0,0,0,0,0,87247,130187,9,3155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33784,2021-01-14T00:00:00.000,2,MA,667750,0,0,0,0,9688,0,0,0,0,233476,0,0,0,0,0,94116,139351,9,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33717,2021-01-15T00:00:00.000,2,MA,668725,0,0,0,0,9702,0,0,0,0,257175,0,0,0,0,0,104247,152919,9,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33652,2021-01-16T00:00:00.000,2,MA,668725,0,0,0,0,9702,0,0,0,0,292332,0,0,0,0,0,125102,167221,9,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33611,2021-01-17T00:00:00.000,3,MA,668725,0,0,0,0,9702,0,0,0,0,310623,0,0,0,0,0,130620,179994,9,4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33557,2021-01-18T00:00:00.000,3,MA,668725,0,0,0,0,9702,0,0,0,0,310623,0,0,0,0,0,130620,179994,9,4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33505,2021-01-19T00:00:00.000,3,MA,737550,0,0,0,0,10701,0,0,0,0,318877,0,0,0,0,0,133207,185661,9,4626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33442,2021-01-20T00:00:00.000,3,MA,737550,0,0,0,0,10701,0,0,0,0,330490,0,0,0,0,0,138209,192270,11,4795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33389,2021-01-21T00:00:00.000,3,MA,776400,0,0,0,0,11264,0,0,0,0,353117,0,0,0,0,0,146849,206256,12,5123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33279,2021-01-22T00:00:00.000,3,MA,854950,0,0,0,0,12404,0,0,0,0,370627,0,0,0,0,0,154792,215823,12,5377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33200,2021-01-23T00:00:00.000,3,MA,859175,0,0,0,0,12465,0,0,0,0,392967,0,0,0,0,0,165643,227312,12,5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33182,2021-01-24T00:00:00.000,4,MA,859175,0,0,0,0,12465,0,0,0,0,419806,0,0,0,0,0,180414,239380,12,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33084,2021-01-25T00:00:00.000,4,MA,859175,0,0,0,0,12465,0,0,0,0,433615,0,0,0,0,0,185821,247782,12,6291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
33002,2021-01-26T00:00:00.000,4,MA,875825,0,0,0,0,12707,0,0,0,0,442703,0,0,0,0,0,189590,253101,12,6423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32973,2021-01-27T00:00:00.000,4,MA,956800,0,0,0,0,13882,0,0,0,0,464275,0,0,0,0,0,201629,262633,13,6736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32882,2021-01-28T00:00:00.000,4,MA,1018975,0,0,0,0,14784,0,0,0,0,490332,0,0,0,0,0,216715,273603,14,7114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32842,2021-01-29T00:00:00.000,4,MA,1057000,0,0,0,0,15336,0,0,0,0,520504,0,0,0,0,0,232000,288490,14,7552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32803,2021-01-30T00:00:00.000,4,MA,1060900,0,0,0,0,15392,0,0,0,0,547082,0,0,0,0,0,245750,301317,15,7937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32692,2021-01-31T00:00:00.000,5,MA,1060900,0,0,0,0,15392,0,0,0,0,579181,0,0,0,0,0,262495,316671,15,8403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32641,2021-02-01T00:00:00.000,5,MA,1060900,0,0,0,0,15392,0,0,0,0,608947,0,0,0,0,0,280307,328625,15,8835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32568,2021-02-02T00:00:00.000,5,MA,1039775,0,0,0,0,15086,0,0,0,0,625477,0,0,0,0,0,286928,338534,15,9075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32481,2021-02-03T00:00:00.000,5,MA,1156375,0,0,0,0,16777,0,0,0,0,625477,0,0,0,0,0,286928,338534,15,9075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32425,2021-02-04T00:00:00.000,5,MA,1229075,0,0,0,0,17832,0,0,0,0,652929,0,0,0,0,0,300097,352817,15,9473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32370,2021-02-05T00:00:00.000,5,MA,1247600,0,0,0,0,18101,0,0,0,0,685074,0,0,0,0,0,316706,368353,15,9939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32335,2021-02-06T00:00:00.000,5,MA,1247600,0,0,0,0,18101,0,0,0,0,727120,0,0,0,0,0,340575,386528,17,10549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32273,2021-02-07T00:00:00.000,6,MA,1247600,0,0,0,0,18101,0,0,0,0,780268,0,0,0,0,0,366719,413532,17,11321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32196,2021-02-08T00:00:00.000,6,MA,1247600,0,0,0,0,18101,0,0,0,0,806376,0,0,0,0,0,377999,428360,17,11699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32125,2021-02-09T00:00:00.000,6,MA,1273975,0,0,0,0,18483,0,0,0,0,832242,0,0,0,0,0,388614,443611,17,12075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32071,2021-02-10T00:00:00.000,6,MA,1393725,0,0,0,0,20221,0,0,0,0,883945,0,0,0,0,0,409677,474250,18,12825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
32012,2021-02-11T00:00:00.000,6,MA,1445425,0,0,0,0,20971,0,0,0,0,924612,0,0,0,0,0,429293,495301,18,13415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31900,2021-02-12T00:00:00.000,6,MA,1499450,0,0,0,0,21755,0,0,0,0,962711,0,0,0,0,0,449549,513142,20,13968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31880,2021-02-13T00:00:00.000,6,MA,1502725,0,0,0,0,21802,0,0,27126,0,1009560,0,0,985228,0,0,476656,532881,23,14647,0,0,17785,0,1002696,765257,11.1,0,0,0,0,744070,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31789,2021-02-14T00:00:00.000,7,MA,1502925,0,0,0,0,21805,0,0,27130,0,1085584,0,0,1061120,0,0,515985,569574,25,15750,0,0,19155,0,1077244,816364,11.8,0,0,0,0,795095,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31762,2021-02-15T00:00:00.000,7,MA,1502925,0,0,0,0,21805,0,0,27130,0,1121608,0,0,1097060,0,0,532431,589152,25,16273,0,0,19804,0,1112940,838539,12.2,0,0,0,0,817229,14.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31656,2021-02-16T00:00:00.000,7,MA,1517375,0,0,0,0,22015,0,0,27391,0,1146860,0,0,1122247,0,0,543747,603088,25,16639,0,0,20258,0,1137864,856356,12.4,0,0,0,0,835007,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31596,2021-02-17T00:00:00.000,7,MA,1526150,0,0,0,0,22142,0,0,27549,0,1170398,0,0,1145743,0,0,554868,615505,25,16981,0,0,20682,0,1161056,871891,12.6,0,0,0,0,850518,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
31539,2021-02-18T00:00:00.000,7,MA,1526150,0,0,0,0,22142,0,0,27549,0,1214821,0,0,1190095,0,0,584970,629825,26,17625,0,0,21483,0,1205026,904085,13.1,0,0,0,0,882672,15.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
