,submission_date,state,tot_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths,conf_cases,prob_cases
5606,2022-07-28,MA,1966919,11075.0,1121.0,21176,19898.0,1278.0,49.0,11.0,2022-07-29T13:14:33.009,Agree,Agree,1803391.0,163528.0
45575,2022-07-29,MA,1966919,0.0,0.0,21176,19898.0,1278.0,0.0,0.0,2022-07-30T13:17:47.449,Agree,Agree,1803391.0,163528.0
24,2022-07-30,MA,1966919,0.0,0.0,21176,19898.0,1278.0,0.0,0.0,2022-07-31T13:15:10.713,Agree,Agree,1803391.0,163528.0
46130,2022-07-31,MA,1966919,0.0,0.0,21176,19898.0,1278.0,0.0,0.0,2022-08-01T13:31:03.427,Agree,Agree,1803391.0,163528.0
1733,2022-08-02,MA,1966919,0.0,0.0,21176,19898.0,1278.0,0.0,0.0,2022-08-03T13:11:47.785,Agree,Agree,1803391.0,163528.0
45235,2022-08-03,MA,1966919,0.0,0.0,21176,19898.0,1278.0,0.0,0.0,2022-08-04T13:13:57.483,Agree,Agree,1803391.0,163528.0
9626,2022-08-04,MA,1977503,10584.0,938.0,21224,19939.0,1285.0,48.0,7.0,2022-08-05T13:14:02.897,Agree,Agree,1813037.0,164466.0
4264,2022-08-05,MA,1977503,0.0,0.0,21224,19939.0,1285.0,0.0,0.0,2022-08-06T13:13:15.637,Agree,Agree,1813037.0,164466.0
52089,2022-08-06,MA,1977503,0.0,0.0,21224,19939.0,1285.0,0.0,0.0,2022-08-07T13:16:00.998,Agree,Agree,1813037.0,164466.0
11153,2022-08-07,MA,1977503,0.0,0.0,21224,19939.0,1285.0,0.0,0.0,2022-08-08T13:18:20.551,Agree,Agree,1813037.0,164466.0
50540,2022-08-09,MA,1977503,0.0,0.0,21224,19939.0,1285.0,0.0,0.0,2022-08-10T13:15:15.639,Agree,Agree,1813037.0,164466.0
5014,2022-08-11,MA,1987385,9882.0,932.0,21285,19978.0,1307.0,61.0,22.0,2022-08-12T13:15:19.209,Agree,Agree,1821987.0,165398.0
6688,2022-08-12,MA,1987385,0.0,0.0,21285,19978.0,1307.0,0.0,0.0,2022-08-13T13:14:01.637,Agree,Agree,1821987.0,165398.0
55016,2022-08-13,MA,1987385,0.0,0.0,21285,19978.0,1307.0,0.0,0.0,2022-08-14T13:13:18.748,Agree,Agree,1821987.0,165398.0
53059,2022-08-14,MA,1987385,0.0,0.0,21285,19978.0,1307.0,0.0,0.0,2022-08-15T13:22:05.885,Agree,Agree,1821987.0,165398.0
52205,2022-08-15,MA,1987385,0.0,0.0,21285,19978.0,1307.0,0.0,0.0,2022-08-16T13:14:12.575,Agree,Agree,1821987.0,165398.0
11819,2022-08-16,MA,1987385,0.0,0.0,21285,19978.0,1307.0,0.0,0.0,2022-08-17T13:14:16.052,Agree,Agree,1821987.0,165398.0
53436,2022-08-17,MA,1987385,0.0,0.0,21285,19978.0,1307.0,0.0,0.0,2022-08-18T13:15:14.768,Agree,Agree,1821987.0,165398.0
1436,2022-08-18,MA,1996454,9069.0,845.0,21342,20025.0,1317.0,57.0,10.0,2022-08-19T13:13:54.424,Agree,Agree,1830211.0,166243.0
50635,2022-08-19,MA,1996454,0.0,0.0,21342,20025.0,1317.0,0.0,0.0,2022-08-20T13:11:19.723,Agree,Agree,1830211.0,166243.0
55253,2022-08-20,MA,1996454,0.0,0.0,21342,20025.0,1317.0,0.0,0.0,2022-08-21T13:13:13.232,Agree,Agree,1830211.0,166243.0
11151,2022-08-21,MA,1996454,0.0,0.0,21342,20025.0,1317.0,0.0,0.0,2022-08-22T13:15:03.666,Agree,Agree,1830211.0,166243.0
45245,2022-08-22,MA,1996454,0.0,0.0,21342,20025.0,1317.0,0.0,0.0,2022-08-23T13:14:46.545,Agree,Agree,1830211.0,166243.0
50011,2022-08-23,MA,1996454,0.0,0.0,21342,20025.0,1317.0,0.0,0.0,2022-08-24T13:12:37.811,Agree,Agree,1830211.0,166243.0
7342,2022-08-24,MA,1996454,0.0,0.0,21342,20025.0,1317.0,0.0,0.0,2022-08-25T13:14:51.147,Agree,Agree,1830211.0,166243.0
51648,2022-08-25,MA,2005250,8796.0,844.0,21390,20063.0,1327.0,48.0,10.0,2022-08-26T13:17:12.184,Agree,Agree,1838163.0,167087.0
14793,2022-08-26,MA,2005250,0.0,0.0,21390,20063.0,1327.0,0.0,0.0,2022-08-27T13:13:51.192,Agree,Agree,1838163.0,167087.0
11038,2022-08-27,MA,2005250,0.0,0.0,21390,20063.0,1327.0,0.0,0.0,2022-08-28T13:13:50.307,Agree,Agree,1838163.0,167087.0
12344,2022-08-28,MA,2005250,0.0,0.0,21390,20063.0,1327.0,0.0,0.0,2022-08-29T13:15:58.972,Agree,Agree,1838163.0,167087.0
4112,2022-08-29,MA,2005250,0.0,0.0,21390,20063.0,1327.0,0.0,0.0,2022-08-30T13:16:31.780,Agree,Agree,1838163.0,167087.0
5193,2022-08-30,MA,2005250,0.0,0.0,21390,20063.0,1327.0,0.0,0.0,2022-08-31T13:15:09.532,Agree,Agree,1838163.0,167087.0
4601,2022-08-31,MA,2005250,0.0,0.0,21390,20063.0,1327.0,0.0,0.0,2022-09-01T13:15:58.803,Agree,Agree,1838163.0,167087.0
47673,2022-09-01,MA,2013992,8742.0,952.0,21463,20112.0,1351.0,73.0,24.0,2022-09-02T13:12:43.558,Agree,Agree,1845953.0,168039.0
54088,2022-09-02,MA,2013992,0.0,0.0,21463,20112.0,1351.0,0.0,0.0,2022-09-03T13:13:39.596,Agree,Agree,1845953.0,168039.0
4749,2022-09-03,MA,2013992,0.0,0.0,21463,20112.0,1351.0,0.0,0.0,2022-09-04T13:18:24.764,Agree,Agree,1845953.0,168039.0
45722,2022-09-04,MA,2013992,0.0,0.0,21463,20112.0,1351.0,0.0,0.0,2022-09-05T13:29:13.138,Agree,Agree,1845953.0,168039.0
7839,2022-09-05,MA,2013992,0.0,0.0,21463,20112.0,1351.0,0.0,0.0,2022-09-06T13:13:33.630,Agree,Agree,1845953.0,168039.0
12080,2022-09-07,MA,2013992,0.0,0.0,21463,20112.0,1351.0,0.0,0.0,2022-09-08T13:14:06.575,Agree,Agree,1845953.0,168039.0
8653,2022-09-08,MA,2021331,7339.0,716.0,21536,20169.0,1367.0,73.0,16.0,2022-09-09T13:18:57.028,Agree,Agree,1852576.0,168755.0
13519,2022-09-09,MA,2021331,0.0,0.0,21536,20169.0,1367.0,0.0,0.0,2022-09-10T13:16:32.259,Agree,Agree,1852576.0,168755.0
5322,2022-09-10,MA,2021331,0.0,0.0,21536,20169.0,1367.0,0.0,0.0,2022-09-11T13:16:17.248,Agree,Agree,1852576.0,168755.0
54712,2022-09-11,MA,2021331,0.0,0.0,21536,20169.0,1367.0,0.0,0.0,2022-09-12T13:46:05.170,Agree,Agree,1852576.0,168755.0
48439,2022-09-12,MA,2021331,0.0,0.0,21536,20169.0,1367.0,0.0,0.0,2022-09-13T13:17:18.994,Agree,Agree,1852576.0,168755.0
15296,2022-09-13,MA,2021331,0.0,0.0,21536,20169.0,1367.0,0.0,0.0,2022-09-14T13:15:40.620,Agree,Agree,1852576.0,168755.0
49123,2022-09-14,MA,2021331,0.0,0.0,21536,20169.0,1367.0,0.0,0.0,2022-09-15T13:17:39.927,Agree,Agree,1852576.0,168755.0
12422,2022-09-15,MA,2030335,9004.0,1068.0,21588,20206.0,1382.0,52.0,15.0,2022-09-16T13:14:22.327,Agree,Agree,1860512.0,169823.0
55674,2022-09-17,MA,2030335,0.0,0.0,21588,20206.0,1382.0,0.0,0.0,2022-09-19T14:00:53.251,Agree,Agree,1860512.0,169823.0
3620,2022-09-18,MA,2030335,0.0,0.0,21588,20206.0,1382.0,0.0,0.0,2022-09-19T14:56:42.157,Agree,Agree,1860512.0,169823.0
2377,2022-09-19,MA,2030335,0.0,0.0,21588,20206.0,1382.0,0.0,0.0,2022-09-20T13:16:31.353,Agree,Agree,1860512.0,169823.0
3616,2022-09-20,MA,2030335,0.0,0.0,21588,20206.0,1382.0,0.0,0.0,2022-09-21T13:13:25.175,Agree,Agree,1860512.0,169823.0
55983,2022-09-21,MA,2030335,0.0,0.0,21588,20206.0,1382.0,0.0,0.0,2022-09-22T13:20:27.143,Agree,Agree,1860512.0,169823.0
48068,2022-09-22,MA,2040602,10267.0,1176.0,21646,20251.0,1395.0,58.0,13.0,2022-09-23T13:17:50.258,Agree,Agree,1869603.0,170999.0
7324,2022-09-23,MA,2040602,0.0,0.0,21646,20251.0,1395.0,0.0,0.0,2022-09-24T13:18:54.145,Agree,Agree,1869603.0,170999.0
55409,2022-09-24,MA,2040602,0.0,0.0,21646,20251.0,1395.0,0.0,0.0,2022-09-25T13:14:11.376,Agree,Agree,1869603.0,170999.0
9699,2022-09-25,MA,2040602,0.0,0.0,21646,20251.0,1395.0,0.0,0.0,2022-09-26T13:37:25.008,Agree,Agree,1869603.0,170999.0
52532,2022-09-27,MA,2040602,0.0,0.0,21646,20251.0,1395.0,0.0,0.0,2022-09-28T13:20:09.025,Agree,Agree,1869603.0,170999.0
228,2022-09-28,MA,2040602,0.0,0.0,21646,20251.0,1395.0,0.0,0.0,2022-09-29T13:17:05.726,Agree,Agree,1869603.0,170999.0
49501,2022-09-29,MA,2050942,10340.0,1293.0,21706,20292.0,1414.0,60.0,19.0,2022-09-30T14:13:20.678,Agree,Agree,1878650.0,172292.0
46327,2022-09-30,MA,2050942,0.0,0.0,21706,20292.0,1414.0,0.0,0.0,2022-10-01T13:17:56.329,Agree,Agree,1878650.0,172292.0
49791,2022-10-01,MA,2050942,0.0,0.0,21706,20292.0,1414.0,0.0,0.0,2022-10-02T13:13:27.565,Agree,Agree,1878650.0,172292.0
9397,2022-10-02,MA,2050942,0.0,0.0,21706,20292.0,1414.0,0.0,0.0,2022-10-03T13:41:36.982,Agree,Agree,1878650.0,172292.0
3567,2022-10-03,MA,2050942,0.0,0.0,21706,20292.0,1414.0,0.0,0.0,2022-10-04T13:14:25.708,Agree,Agree,1878650.0,172292.0
1466,2022-10-04,MA,2050942,0.0,0.0,21706,20292.0,1414.0,0.0,0.0,2022-10-05T13:16:55.794,Agree,Agree,1878650.0,172292.0
15149,2022-10-06,MA,2060884,9942.0,1462.0,21771,20341.0,1430.0,65.0,16.0,2022-10-07T13:15:05.092,Agree,Agree,1887130.0,173754.0
44688,2022-10-07,MA,2060884,0.0,0.0,21771,20341.0,1430.0,0.0,0.0,2022-10-08T13:19:15.549,Agree,Agree,1887130.0,173754.0
6574,2022-10-09,MA,2060884,0.0,0.0,21771,20341.0,1430.0,0.0,0.0,2022-10-10T13:19:00.401,Agree,Agree,1887130.0,173754.0
414,2022-10-10,MA,2060884,0.0,0.0,21771,20341.0,1430.0,0.0,0.0,2022-10-11T13:18:13.881,Agree,Agree,1887130.0,173754.0
55749,2022-10-11,MA,2060884,0.0,0.0,21771,20341.0,1430.0,0.0,0.0,2022-10-12T13:14:18.472,Agree,Agree,1887130.0,173754.0
51930,2022-10-13,MA,2069848,8964.0,1099.0,21841,20401.0,1440.0,70.0,10.0,2022-10-14T13:18:04.527,Agree,Agree,1894995.0,174853.0
51132,2022-10-15,MA,2069848,0.0,0.0,21841,20401.0,1440.0,0.0,0.0,2022-10-16T13:16:00.343,Agree,Agree,1894995.0,174853.0
55779,2022-10-16,MA,2069848,0.0,0.0,21841,20401.0,1440.0,0.0,0.0,2022-10-17T13:39:58.693,Agree,Agree,1894995.0,174853.0
47478,2022-10-18,MA,2069848,0.0,0.0,21841,20401.0,1440.0,0.0,0.0,2022-10-19T13:15:24.690,Agree,Agree,1894995.0,174853.0
